2019-03-29,13:33:10,ad,0,0,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,2e,9db,d4,0,0,0,0,0,1c2,ffffff0a,23,fffffe14,ffffff0a,0,2ee,33,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,23,0,20c,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4c,0,53,0,4d,0,58,0,33,0,30,0,0,0,b7,f8,37,0,0,0,0,0,39,f6
2019-03-29,13:33:15,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,2f,9db,d9,0,0,0,0,0,1c4,ffffff0a,24,fffffe14,ffffff0a,0,2ee,34,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,24,0,20c,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,f8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:20,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,2f,9db,d8,0,0,0,0,578,1c4,ffffff0a,23,fffffe14,ffffff0a,0,2ee,34,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,26,0,20c,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,78,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:25,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,2f,9db,d8,0,0,0,0,0,1c4,ffffff0a,23,fffffe14,ffffff0a,0,2ee,35,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,23,0,20d,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,f8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:30,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,2f,9db,d8,0,0,0,0,0,1c4,ffffff0a,23,fffffe14,ffffff0a,0,2ee,35,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,23,0,20d,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,f8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:35,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,30,9db,da,0,0,0,0,0,1c4,ffffff0a,24,fffffe14,ffffff0a,0,2ee,35,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,24,0,20c,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,d8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:40,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,30,9db,114,0,578,578,0,0,1c5,ffffff0a,23,fffffe14,ffffff0a,0,2ee,35,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,23,0,20c,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,e8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:45,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,30,9db,ca,0,578,578,0,578,1c5,ffffff0a,24,fffffe14,ffffff0a,0,2ee,36,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,24,0,20c,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,e8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:50,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,31,9db,ca,0,d3,0,0,0,1c5,ffffff0a,24,fffffe14,ffffff0a,0,2ee,36,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,24,0,20c,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,e8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13:33:55,ac,0,8,43,0,118,0,1,0,0,c6,c5,c8,c7,c4,be,1da,1cf,fffffe6f,fffffe6f,fffffff4,0,0,31,9db,ca,0,d5,0,0,0,1c6,ffffff0a,24,fffffe14,ffffff0a,0,2ee,3a,9db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,24,0,20c,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,80,f0,c0,1c,24,12,e8,1e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
